position;company;location;posted_date;no_applicants;date_collected;type_workplace;required_skills;competitive_advantages;level;worktype;description;link_application;link_linkedin;company_name;company_size;company_sector
Parts Analyst Pleno;{'name': 'AGCO Corporation', 'size': '+ de 10.001 funcionários', 'sector': 'Fabricação de maquinário'};Jundiaí, São Paulo, Brasil;2023-05-23 08:16:45.402021;;2023-06-06 08:16:45.406009;Híbrido;['Comunicação', 'Análises qualitativas', 'Economia', 'Habilidades analíticas', 'Liderança'];;Pleno-sênior;Tempo integral;"Sobre a vaga
Who we are?
We are a global leader and trusted partner focused on developing, manufacturing and distributing agricultural solutions with our brands Challenger®, Fendt®, GSI®, Massey Ferguson® and Valtra®, powered by Fuse® and Precision Planting® smart agricultural solutions.
Our purpose is to offer farmer-focused solutions to sustainably feed our world. Our core values of transparency, respect, responsibility, integrity and team spirit underpin our work, how we interact with each other and what strategies we employ to fulfill our mission. Our core values are the practices we use daily in everything we do.
If the world of agriculture changes, so do we. With courage. We do this for the farmers. For the people who work for them. For us. For the future.
Join us and experience our platform of global diversity and entrepreneurial spirit as you help us create innovative technologies and positively impact the food of nearly 8 billion people worldwide.

What we are looking for:
The Pl CRM Analyst will play a key part in creating, updating and maintain processes related to Salesforce at AGCO Parts in Americas. This person will help both South and North America with projects related to the CRM and collaborate with internal stakeholders to ensure adoption and improve efficiency. Support Case Management on Customer Service, as well as indentify improvements on Dealers workplaces. Aims to guarantee data quality and consistency between systems. Will also support dashboard and reporting creation, helping Management Team on the definition of metrics and KPIs.

What are you going to do:
Be a functional reference in projects related to CRM (especially Case Management, Report, Dashboard); Analysis, assignment and follow up incidents with IT; Training to key users; KPI´s management; Participate on Projets.

What do you need:
Knowledge and experiences required: - Salesforce; - SAP system; - Tableau knowledge would be a plus.
If you are an AGCO employee, check more details about this position and apply at:
https://performancemanager4.successfactors.com/sf/jobreq?jobId=94231&company=Agco
If you are not an AGCO employee, check more details about this position and apply at:
https://careers.agcocorp.com//job-invite/94231/

Diversity, Equity & Inclusion:
Our vacancies are for everyone. We recognize the importance of diversity, equity and inclusion in our work environment. We consider diversity as a power to leverage creativity and innovation. We work on equity to ensure that all people have fair conditions to be and evolve. Likewise, we invest in promoting an inclusive environment as a key to increasing team satisfaction and generating more business success.
Do you want to know a little more about our history? Access:
https://www.agco.com.br/
https://www.agcocorp.com/
https://www.facebook.com/AGCOcorp
https://twitter.com/agcocorp
https://www.instagram.com/agcocorp/
https://www.youtube.com/user/agcocorp
https://blog.agcocorp.com/
Apply and come feed the world with us!";https://careers.agcocorp.com/job/Jundiai-Parts-analyst-Pl-S%C3%A3o/1011808900/;https://www.linkedin.com/jobs/view/3610762007/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=f5g7o0TTsunYmV31jVtevA%3D%3D&trk=d_flagship3_search_srp_jobs;AGCO Corporation;+ de 10.001 funcionários;Fabricação de maquinário
Work From Home Python Developer;{'name': 'INDI Staffing Services', 'size': '1-10 funcionários', 'sector': 'Recrutamento e seleção'};Recife, Pernambuco, Brasil;2023-06-03 08:16:52.365757;26 candidaturas;2023-06-06 08:16:52.382194;Remoto;['MySQL', 'Programação orientada a objetos (POO)', 'Python', 'SQL', 'Automação', 'Django', 'Inglês', 'Microsoft SQL Server', 'SSIS', 'XML'];;Pleno-sênior;Tempo integral;"Sobre a vaga
Recognized as the leading software development company in the Americas, our client offers 100% remote modality and an excellent work environment in which employees can thrive, work in multicultural teams, with flexible schedules and endless growth opportunities.

About the Role:

We are looking for Python Senior Developers to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!

These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices, etc.

Main Activities:

- Create automation systems and tools to configure, monitor, and orchestrate data infrastructure and pipelines.
- Create data integration services to help onboard new customers as quickly as possible.
- Maintain ongoing reliability, performance, and support of the data infrastructure, providing solutions based on application needs and anticipated growth.

Requirements:

- 5+ years of practical experience in Python and Django development.
- Experience in development with object-oriented programming is desirable.
- 3 years of development using other programming languages.
- Good skills with XML and relational databases (Oracle / MS SQL / MySQL).
- Strong professional experience working with large data structures (including XML) and algorithms.
- Advanced English level.

Benefits:

- 100% remote work.
- Flexible hours - make your own schedule!
- Diverse and multicultural work environment.
- Paid parental leave, vacation & holidays.
- Hardware setup for you to work from home.
- Excellent compensation — well above the market average.
- Extensive opportunities for growth and professional development thanks to our mentoring system.

Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.

If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!";https://www.linkedin.com/jobs/view/3625849183/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=kVCe0whIGXaro7nsq692LA%3D%3D&trk=d_flagship3_search_srp_jobs;https://www.linkedin.com/jobs/view/3625849183/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=kVCe0whIGXaro7nsq692LA%3D%3D&trk=d_flagship3_search_srp_jobs;INDI Staffing Services;1-10 funcionários;Recrutamento e seleção
Analista Ambiental Sênior (Licenças SHE) - Ribeirão Preto/SP;{'name': 'Nutrien Soluções Agrícolas', 'size': '1.001-5.000 funcionários', 'sector': 'Agricultura'};Ribeirão Preto, São Paulo, Brasil;2023-05-30 08:16:55.320245;190 candidaturas;2023-06-06 08:16:55.344163;Presencial;['Análise de dados', 'Trabalho em equipe', 'Avaliação de impacto ambiental', 'Ciência ambiental', 'Engenharia ambiental', 'Fertilizantes', 'Implementação de processo', 'Otimização de processos', 'Pesquisa', 'Treinamento'];;Assistente;Tempo integral;"Sobre a vaga
Job Description
Conhecimento na obtenção de licenças de defensivos e fertilizantes e suas respectivas normas;
Conhecimento nas responsabilidades e demandas dos Responsáveis Técnicos para defensivos e fertilizantes;
Conhecimento em processos de alteração, inclusão dos Responsáveis Técnicos e os órgãos pertinentes (CREA e CRQ);
Conhecimento em ferramentas de gestão de licenças;
Conhecimento em gestão e otimização de processos e acompanhamento.

Responsibilities and assignments
Estabelecer governança para as licenças da Nutrien;
Regularizar as cadeiras do Responsáveis Técnicos;
Estruturar uma governança das licenças relacionadas à comercialização;
Implementação do software para processo de governança;
Realização de treinamentos com os RT's da Nutrien.

Requirements And Qualifications
Ensino Superior Completo em Engenharia ou Administração;
Ter experiência na área Regulatória de Defensivos e Ferilizantes;
Pacote Office;
MBA é desejável;
Conhecimento com SmartSheet e Power BI;
Conhecimento em Sistemas de Gestão e Softwares de Processo;
Conhecimento em PDCA e de mais ferramentas de implementação de processos.

Additional information
Disponibilidade para viagens;
CNH B;
Inglês e espanhol é desejável.

Somos um time de 22 mil pessoas espalhadas por todos os continentes com o propósito de cultivar e nutrir nosso mundo, da terra para a vida.

Nós chegamos ao Brasil em 2018 e já estamos construindo uma empresa que ninguém tinha imaginado antes no mundo agro: a maior e melhor plataforma de soluções agrícolas do Brasil.

E como estamos fazendo isso? Servindo ao agricultor, colocando o nosso cliente no centro de tudo o que a gente faz. Estamos criando um ecossistema de soluções integradas para atender a toda jornada do agricultor em seus desafios no campo. Mais do que produtos, a gente oferece acesso a serviços técnicos e financeiros, conhecimento e até treinamentos em práticas agrícolas sustentáveis. Tudo o que nosso cliente quer e precisa, de forma próxima, acessível e conveniente.

Com o potencial agrícola de um país como o Brasil, já imaginou a revolução que você pode protagonizar aqui na Nutrien? Sem contar as infinitas oportunidades de crescer e aprender na prática em um ambiente colaborativo, com um time autêntico e pra lá de gente boa, que valoriza as diferenças e é cheio de energia para fazer acontecer.

Então, está esperando o quê? Vem crescer seu mundo, vem ser Nutrien!";https://vagasnutrien.gupy.io/job/eyJzb3VyY2UiOiJndXB5X3B1YmxpY19wYWdlIiwiam9iSWQiOjQ1MDE0NjN9?jobBoardSource=gupy_public_page;https://www.linkedin.com/jobs/view/3569184479/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=G4TDbHeWIVI4iXcSzn0z9w%3D%3D&trk=d_flagship3_search_srp_jobs;Nutrien Soluções Agrícolas;1.001-5.000 funcionários;Agricultura
Futurai - Estagiário de Data Science;{'name': 'Futurai', 'size': '1-10 funcionários', 'sector': 'Desenvolvimento de software'};Vitória, Espírito Santo, Brasil;2023-05-30 08:16:59.214386;93 candidaturas;2023-06-06 08:16:59.226258;Presencial;['Análise de dados', 'Analítica', 'Aprendizagem profunda', 'Ciência de dados', 'Engenharia de dados', 'Estatística', 'Modelagem estatística', 'Processamento de linguagem natural (PLN)', 'R (linguagem de programação)', 'Visualização de dados'];;;Tempo integral;"Sobre a vaga
Estamos buscando um Estagiário de Data Science para atuar conosco na Futurai!

Vem transformar a indústria, #VemSerFuturai

Responsabilidades e atribuições

Descrição detalhada:
Dar suporte à criação de modelos de machine learning;
Realizar manutenção e acompanhar o desempenho dos modelos;
Automatizar processos;
Trabalhar em equipe com outros membros da equipe de desenvolvimento de software;
Resolver problemas de forma criativa e eficiente;

Requisitos e qualificações

Como requisito básico, você deve ter:
Estar cursando alguma das Engenharias;
Conhecimento sobre processos industriais;

Você se destaca se tiver:
Domínio em inglês;
Familiaridade com linguagem python;

Informações adicionais

Características da vaga:
Regime de contratação: Presencial.
Local de atuação: Base27 - Vitória/ES.
Horário de trabalho: 30h semanais - Flexível.";https://futurai.gupy.io/job/eyJqb2JJZCI6NDg0NTk5Nywic291cmNlIjoibGlua2VkaW4ifQ==?jobBoardSource=linkedin;https://www.linkedin.com/jobs/view/3617997858/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=RRl85ZNeCBOGe3L5xdyNZA%3D%3D&trk=d_flagship3_search_srp_jobs;Futurai;1-10 funcionários;Desenvolvimento de software
Business Development（seller management）;{'name': 'Kuaishou Technology', 'size': '+ de 10.001 funcionários', 'sector': 'Tecnologia, Informação e Internet'};São Paulo, Brasil;2023-05-16 08:17:06.032935;;2023-06-06 08:17:06.044915;;"['Comércio eletrônico', 'Internacionalização', 'Investment Promotion', ""Seller's"", 'Social Commerce']";;;Tempo integral;"Sobre a vaga
Responsibilities：
1.Market mapping and pipeline creation;
2.Responsible for BD and managing large retailers, manufacturers, distributors and e-commerce;
3.Onboarding: Monitoring of all the integration process;
4.Negotiation with brands / suppliers / large retailer joining the campaigns
5.Commercial strategy with a vision of category development.
6.Analytical and consultative reports, commercial strategies and sales planning, marketing actions.
7.Basic recognization of Hubs / Platform / ERP integration with major marketplaces;

Requirements:
1.Experience in the commercial area;
2.Knowledge of Ecommerce: Basic Operational Functions / Marketing / Ads / Financial etc
3.Knowledge of the operation in Marketplaces: Operational Rules / Logistics / Financial Reconciliation;
4.Office ability+ Intermediate Excel (Necessary: Functions like Pivot Table etc);
5.Portuguese:native language;English: fluent communication +email writing ablility";https://www.linkedin.com/jobs/view/3598809399/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=B7jjd6FmRv2vUcsvhskGJw%3D%3D&trk=d_flagship3_search_srp_jobs;https://www.linkedin.com/jobs/view/3598809399/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=B7jjd6FmRv2vUcsvhskGJw%3D%3D&trk=d_flagship3_search_srp_jobs;Kuaishou Technology;+ de 10.001 funcionários;Tecnologia, Informação e Internet
Analista de marketing;{'name': 'GNG Fundações Especiais', 'size': '51-200 funcionários', 'sector': nan};Fortaleza, Ceará, Brasil;2023-05-23 08:17:08.697065;;2023-06-06 08:17:08.701440;Presencial;['Análise de dados', 'Analítica', 'Campanhas de marketing', 'Habilidades analíticas', 'Microsoft Office', 'Mineração de dados', 'Pesquisa de mercado'];;;Tempo integral;"Sobre a vaga
Especialista em Marketing

Atividades
· Acompanhamento estratégico de criação de campanhas de marketing garantindo o desenvolvimento bem-sucedido do programa em termos de qualidade, eficácia, tempo e orçamento.
· Direcionar as campanhas com bons resultados e modificar as que não alcançaram o objetivo. Tais programas podem incluir publicidade, comunicações internas, marketing de recrutamento, eventos e patrocínios, redação;
· Marketing digital - desenvolvimento de mídias, gestão de redes sociais, e-mails personalizados, site, criação de conteúdo, elaboração de peças gráficas e todo tipo de monitoramento online;
· Acompanhamento de produção gráfica, produção e organização de material fotográfico e vídeos de propriedade da empresa; fazer contato com agências de comunicação (quando necessário);
· Elaborar material de comunicação interna e auxiliar em demandas de relacionamento com o fornecedor e o cliente;
· Adotar todas as providências necessárias à organização de eventos internos e externos da empresa, e demais atividades do setor;
Requisitos
· Superior Completo em cursos com ênfase em comunicação (Marketing, Publicidade e Propaganda);
· Pacote Office avançado (domínio de Power Point e conhecimento de Excel); Conhecimento em Illustrator, Photoshop, Wordpress webdesign e corel draw;
· Experiência em mídias sociais.
· Essencial ter domínio da Língua Portuguesa (leitura, interpretação e escrita).
Características Pessoais desejáveis
· Criatividade e capacidade de adaptação;
· Proatividade e organização;
· Que busque sempre a excelência técnica e boas práticas do mercado;
· Que goste de trabalhar em equipe, em ambiente colaborativo e de constantes desafios;
Setor de atuação da empresa
· Engenharia de Fundação
Carga horária
· Tempo integral
Remuneração
· Forma de contratação e remuneração a combinar
Os interessados na oportunidade deverão encaminhar o currículo atualizado para o e-mail: george@gngfundacoes.com.br
* A GNG é uma empresa que acolhe candidaturas de todos os setores da sociedade e não discrimina com base na raça, religião ou crença, etnia ou origem nacional, deficiência, idade, nacionalidade, estado civil, orientação sexual ou identidade de gênero, ou qualquer outra base, que é protegida pela lei aplicável.";https://www.linkedin.com/jobs/view/3607818806/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=tmohHsZ0uFKz3SzD%2FwNyHg%3D%3D&trk=d_flagship3_search_srp_jobs;https://www.linkedin.com/jobs/view/3607818806/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=tmohHsZ0uFKz3SzD%2FwNyHg%3D%3D&trk=d_flagship3_search_srp_jobs;GNG Fundações Especiais;51-200 funcionários;
Python/Django Developer;{'name': 'Turing', 'size': '1.001-5.000 funcionários', 'sector': 'Serviços e consultoria de TI'};Brasil;2023-06-03 08:17:11.132634;17 candidaturas;2023-06-06 08:17:11.143646;Remoto;;;Assistente;Tempo integral;"Sobre a vaga
A healthtech company on a mission to improve the lives of patients and partners through genomics-based personalized medicine is looking for a Python/Django Developer. The developer will be responsible for designing and developing the application features. The company is committed to helping patients take control of their health by exploring particular risk factors and identifying optimal diets, exercise, and supplement strategies to help people achieve their best lives. As a member of the team, the selected candidate will have an opportunity to provide a unique set of values and learn from the senior and architectural team members. This will be a long-term role that requires an overlap with the EST time zone.

Job Responsibilities:

Participate in the engineering aspect of a professional software development process
Collaborate with different teams to build software that fits the vision and a more holistic purpose
Work closely with product management to implement new features
Advocate for the application’s performance and quality
Contribute to technical discussions and communicate your ideas clearly
Address complex problems and stay open to debates and brainstorming sessions
Work closely with the engineering team to plan and prioritize tasks

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant development experience with Python/Django
Solid expertise in PostgreSQL
Strong communication skills and experience in SQL
Competency in multi-database configurations with Django is desirable
Proficiency in Redshift is nice to have
An ability to adapt to changing situations and technologies";https://www.turing.com/remote-developer-jobs/j/li-promoted/python-django-developer-40986-br?country=Brazil&s=ads_developers_linkedinJobs&n=https://www.turing.com/remote-developer-jobs/j/li-promoted/python-django-developer-40986-br?country=Brazil;https://www.linkedin.com/jobs/view/3624666053/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=JYYXuH%2FeYPSDygaeCeEx0w%3D%3D&trk=d_flagship3_search_srp_jobs;Turing;1.001-5.000 funcionários;Serviços e consultoria de TI
QA Automation Engineer;{'name': 'Clevertech', 'size': '501-1.000 funcionários', 'sector': 'Serviços e consultoria de TI'};Brasil;2023-06-05 08:17:13.649149;18 candidaturas;2023-06-06 08:17:13.661878;Remoto;['JavaScript', 'SQL', 'Desenvolvimento de back-end', 'Desenvolvimento de front-end', 'Garra', 'Inglês', 'MongoDB', 'Node.js', 'React.js', 'Resolução de problemas'];;Pleno-sênior;Tempo integral;"Sobre a vaga
Experience Remote done Right. Over 20 years of remote experience, all 500+ staff are 100% remote and we still grow vibrant relationships, provide exceptional opportunities for career growth while working with stellar clients on ambitious projects

What we're working on
Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions and data points. The problems we solve every day are real and require creativity, grit and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. In order to grasp the scale of problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media or other complex multifactor industries

Requirements
7+ years of professional experience (A technical assessment will be required)
Extensive experience with Selenium
Experience with Cypress/Puppeteer
Strong with browser and API testing
Advanced Fluency in English, written and verbal
Strong understanding of mobile app development frameworks and platforms such as Android, iOS, React Native, Flutter, etc.
Experience with mobile automation testing frameworks such as Appium, Espresso, XCUITest, etc.
Knowledge of mobile-specific testing techniques such as gesture testing, localization testing, battery consumption testing, etc.
Familiarity with testing tools and libraries for mobile app testing, including Charles Proxy, Postman, Fiddler, etc.
Understanding of mobile app performance testing and profiling, including analyzing CPU usage, memory usage, network usage, etc.
Experience in testing mobile applications across different devices and platforms, including smartphones, tablets, wearables, and other IoT devices.
Knowledge of mobile app security testing, including OWASP mobile top 10 vulnerabilities, encryption, secure storage, and other security best practices.
Strong analytical skills and attention to detail, with the ability to identify, troubleshoot, and resolve complex issues.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment and communicate technical information to non-technical stakeholders.
Knowledge of Agile software development methodologies and experience working in Agile teams.

Straight from the Devs
Watch short snippets of actual developers (Real, not scripted) share why they joined YouTube Playlist

Why Clevertech is an amazing place to work at
At Clevertech, you can expect that you will:
Be 100% dedicated to one project at a time so that you can hone your skills, innovate and grow
Be a part of a team of talented and friendly senior-level developers
Work on projects that allow you to use cutting edge tech. We believe in constantly evolving your mastery

The result? We produce meaningful work and we are truly proud and excited to be creating waves in an industry under transformation.";https://clevertech.biz/remote-jobs/qa-automation/apply?utm_medium=jobboard&utm_source=linkedin&utm_content=ad1&utm_campaign=QA-Automation-Engineer;https://www.linkedin.com/jobs/view/3625691304/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=25x4nB6HN8bEivkUMP2zLA%3D%3D&trk=d_flagship3_search_srp_jobs;Clevertech;501-1.000 funcionários;Serviços e consultoria de TI
Pessoa Desenvolvedora Flutter;{'name': 'Certsys', 'size': '501-1.000 funcionários', 'sector': 'Serviços e consultoria de TI'};Brasil;2023-05-23 08:17:18.598572;;2023-06-06 08:17:18.604340;Remoto;['Desenvolvimento de software', 'Programação lógica', 'Firebase', 'Flutter', 'Foundation Level', 'Microsoft Office', 'Padrões de design', 'Prototipagem', 'Software de edição'];;Pleno-sênior;Tempo integral;"Sobre a vaga
DESCRIÇÃO DA VAGA
Com um histórico de 15 anos de experiência em inovação, a Certsys se consolidou como uma forte parceira de Transformação Digital, apoiando empresas disruptivas por meio de soluções digitais completas e escaláveis alinhadas às principais tendências e necessidades do mercado. Temos uma cultura poderosa, conectados de ponta a ponta, colaborativos, ágeis e flexíveis para encarar o novo, transparentes em nossas ações e unidos por um grande propósito: Revolucionar negócios e impactar pessoas, resolvendo desafios complexos através da nossa cultura e tecnologia. Além disso, somos certificados pela GPTW pelo segundo ano consecutivo, sendo uma das melhores empresas para se trabalhar no Brasil.

Somos a Certsys 🚀🤖

Próximos dos clientes, apaixonados por tecnologia e pessoas (sim, aqui pensamos na sua evolução e carreira, vamos te desenvolver e cuidar da sua trilha de capacitação). Acreditamos na diversidade, equidade e inclusão de profissionais independente da sua deficiência, raça/ etnia, religião, gênero, orientação sexual, origem e constituição de família.

RESPONSABILIDADES E ATRIBUIÇÕES
Como será seu dia a dia:

Desenvolver soluções técnicas de média e alta complexidade, com baixo nível de supervisão e pouco apoio, através do desenvolvimento de requisitos de softwares utilizando-se das tecnologias Front-end envolvidas no projeto, com foco na usabilidade do produto
Conhecer a fundo a arquitetura front-end do software e ser capaz de atuar nela através da análise de seus componentes, organização e funcionalidades;
Criar testes de alta complexidade, sejam estes manuais ou automatizados, que cubram o comportamento desejado dos componentes técnicos desenvolvidos utilizando os requisitos e ferramentas de testes;
Documentar as etapas de desenvolvimento realizando o registro do desenvolvimento nas ferramentas de versionamento e documentação;
Orientar e trabalhar com o time de desenvolvimento para encontrar soluções de negócio, arquitetura e desenho através da comunicação e trocas de conhecimento;
Manter a qualidade do software verificando os processos, ferramentas e boas práticas disponíveis para o produto e tecnologia utilizados;
Orientar desenvolvedores de menor senioridade apoiando suas dúvidas, disseminando seu conhecimento, desenhando e arquitetando soluções ou indicando documentação de apoio;
Detalhar requisitos de média e alta complexidade através do contato com clientes e áreas envolvidas no projeto/atendimento.

REQUISITOS E QUALIFICAÇÕES
Do que você precisa:

Superior completo em tecnologia e afins (desejável).
Lógica de Programação;
Fundamento em testes unitários de end to end (e2e) - nível avançado;
Métodos ágeis de desenvolvimento de software – desejável nível intermediário;
Padrões de Projetos (design patterns) – nível intermediário;
Desejável conhecimento de sobre o negócio no produto de atuação;
Software de edição de imagens e prototipação de interface – desejável nível básico;
Experiência com desenvolvimento Mobile;
Experiência com desenvolvimento em Flutter;
Atuação com gerenciamento de estado (BloC, MobX, GetX, Provider);
Experiência anterior com desenvolvimento de aplicações nativas em iOS (Swift);
Desejável experiência anterior com desenvolvimento de aplicações nativas em Android (Kotlin ou Java);
Conhecimento em Firebase (Real Time, Data Base, Remont Config);
Autenticação; Design Thinking;
Push Notification;
Conhecimento em plugin de câmera e GPS.

(R)EVOLUCIONAR NEGÓCIOS, IMPACTAR PESSOAS!

Você é apaixonado por tecnologia, inovação e assim como nós, entende que a transformação digital é uma mudança cultural?

Então, embarque nossa jornada de revolucionar empresas e impulsione seu talento! #AdeusOpenToWork

Aqui na Certsys você tem diversos benefícios:

Cuidar da saúde? Junto com a Porto Seguro, você tem atendimento médico e odontológico dentro e fora de casa. Tudo sem custo ao colaborador!
Precisando de apoio? Psicologia Viva vai garantir aquela conversa acolhedora com o profissional mais adequado para você;
O Seguro de vida também está em dia, tenha 100% da cobertura sem custo;
Mobilidade? Bom, tirando o Home Office, você pode contar com o Vale Transporte;
Hmm, bateu aquela fome? Sem preocupação o Swile tá na mão;
Uma ajudinha nas contas vai bem com o Auxílio Home Office.

Quer melhor? Tudo em um único cartão, porque aqui é agilidade na veia ⚡";https://www.linkedin.com/jobs/view/3612511662/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=kGLJOgkJkz7qIQa0xnMcsQ%3D%3D&trk=d_flagship3_search_srp_jobs;https://www.linkedin.com/jobs/view/3612511662/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=kGLJOgkJkz7qIQa0xnMcsQ%3D%3D&trk=d_flagship3_search_srp_jobs;Certsys;501-1.000 funcionários;Serviços e consultoria de TI
Data Engineering Specialist;{'name': 'Samsung Brasil', 'size': '+ de 10.001 funcionários', 'sector': 'Fabricação de computadores e produtos eletrônicos'};Campinas, São Paulo, Brasil;2023-06-04 08:17:21.180195;16 candidaturas;2023-06-06 08:17:21.192032;;['Análise de dados', 'NoSQL', 'Query Languages', 'AMQP', 'Analítica de dados', 'Automação', 'Datasets', 'Modelagem de dados', 'Padrões de design', 'Programação de linguagem de consulta'];;Assistente;Tempo integral;"Sobre a vaga
Position Summary

Contribute to business management by effectively solving business-related problems through data modeling/analysis/prediction.
Establish/support infrastructure that continuously grows to strategically analyze big data.

SRBR is looking for an experienced Data Engineer to help our team to strive for efficiency while implementing and optimizing data pipeline architectures applied to multidisciplinary research. The ideal candidate has experience with pipeline building in scenarios of high volume and high heterogeneity, and is a data wrangler who enjoys optimizing existing data-centered systems or even building them from scratch.

The Data Engineer will help creating and implementing architectures responsible for extracting/ingesting raw data and producing machine-readable datasets that will feed a myriad of models.

Role And Responsibilities

Propose, implement, and maintain optimal data pipeline architectures;
Design, implement, install, test, and maintain data management and processing systems;
Collaborate and offer support to software developers, machine learning engineers, and data scientists on troubleshooting and scaling up data-related initiatives, ensuring optimal, consistent solutions;
Integrate large, heterogeneous, complex datasets in order to meet functional / non-functional domain requirements;
Efficiently benchmark, select, and combine technological tools, processing systems, databases, algorithms, and programming languages to fit requirements;
Plan, deploy and maintain data infrastructures;
Propose and automate data-quality evaluation processes;
Plan, install/configure, and implement disaster recovery procedures/tools.

Skills And Qualifications

Solid Computer Science, Statistics, Mathematics, Computer Engineering, Electrical Engineering or similar formal education;
Ms.C. or Ph.D. in Computer Science, Statistics, Mathematics, Computer Engineering, Electrical Engineering or similar area (will be considered a plus).
Written and verbal fluency in both Portuguese and English.
trong knowledge on developing and deploying data-centered/ETL solutions using Java, Python, NodeJS, Scala, or C/C++;
Strong knowledge and experience with both software and system architecture design patterns;
Knowledge and experience with distributed data storage (Hadoop FS) and big data processing engines (Apache Hadoop/MapReduce, Apache Spark, Apache Tez);
Experience with data ingestion/stream tools (Apache Kafka, RabbitMQ), message protocols (AMQP, MQTT, WebSocket) and ETL tools
Strong software engineering skills, including methodologies, best practices and related tools;
Experience applying Agile/Scrum practices and values;
Experience with data modeling and strong knowledge of SQL/NoSQL DBMSs and query language;
Proven 3+ years of experience applying required skills in advanced and meaningful set of projects;

Optional Requirements

Experience working on meaningful artificial intelligence projects;
Experience with data analysis of high volumes of data;
Experience working with real-time scenarios like IoT, telemetric, etc.
Experience working on scenarios involving temporal-series data analysis, statistics, and modeling;

City: Campinas/SP.

Confidential and proprietary information obtained by the candidate during his employment history with other companies must be kept as such (Confidential & Proprietary) throughout the selection process and must not be questioned in any way.

Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here.";https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/Parque-dos-Resedas-Campinas-Brazil/Researcher-Specialist--Data-Engineer-_R29254;https://www.linkedin.com/jobs/view/3616330971/?alternateChannel=search&refId=YKyaJ3hLuPX%2BjX0MUY040Q%3D%3D&trackingId=OxrMdqfixr7rPk9kAdg5yw%3D%3D&trk=d_flagship3_search_srp_jobs;Samsung Brasil;+ de 10.001 funcionários;Fabricação de computadores e produtos eletrônicos
